camera_id,brand,series,model,display_name,aliases,regional_names,release_year,category,lens_type,battery_system,notes
canon_powershot_elph_200_is,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 200 IS,PowerShot ELPH 200 IS,"[""IXUS 190"", ""IXY 210""]","{""americas"": [""PowerShot ELPH 200 IS""], ""europe_asia_oceania"": [""IXUS 190""], ""japan"": [""IXY 210""]}",2017,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_300_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 300 HS,PowerShot ELPH 300 HS,"[""IXUS 220 HS"", ""IXY 410F""]","{""americas"": [""PowerShot ELPH 300 HS""], ""europe_asia_oceania"": [""IXUS 220 HS""], ""japan"": [""IXY 410F""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_310_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 310 HS,PowerShot ELPH 310 HS,"[""IXUS 230 HS"", ""IXY 600F""]","{""americas"": [""PowerShot ELPH 310 HS""], ""europe_asia_oceania"": [""IXUS 230 HS""], ""japan"": [""IXY 600F""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_320_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 320 HS,PowerShot ELPH 320 HS,"[""IXUS 240 HS"", ""IXY 420F""]","{""americas"": [""PowerShot ELPH 320 HS""], ""europe_asia_oceania"": [""IXUS 240 HS""], ""japan"": [""IXY 420F""]}",2012,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_330_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 330 HS,PowerShot ELPH 330 HS,"[""IXUS 255 HS"", ""IXY 610F""]","{""americas"": [""PowerShot ELPH 330 HS""], ""europe_asia_oceania"": [""IXUS 255 HS""], ""japan"": [""IXY 610F""]}",2013,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_340_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 340 HS,PowerShot ELPH 340 HS,"[""IXUS 265 HS"", ""IXY 630""]","{""americas"": [""PowerShot ELPH 340 HS""], ""europe_asia_oceania"": [""IXUS 265 HS""], ""japan"": [""IXY 630""]}",2014,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_350_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 350 HS,PowerShot ELPH 350 HS,"[""IXUS 275 HS"", ""IXY 640""]","{""americas"": [""PowerShot ELPH 350 HS""], ""europe_asia_oceania"": [""IXUS 275 HS""], ""japan"": [""IXY 640""]}",2015,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_360_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 360 HS,PowerShot ELPH 360 HS,"[""IXUS 285 HS"", ""IXY 650""]","{""americas"": [""PowerShot ELPH 360 HS""], ""europe_asia_oceania"": [""IXUS 285 HS""], ""japan"": [""IXY 650""]}",2016,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_500_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 500 HS,PowerShot ELPH 500 HS,"[""IXUS 310 HS"", ""IXY 31S""]","{""americas"": [""PowerShot ELPH 500 HS""], ""europe_asia_oceania"": [""IXUS 310 HS""], ""japan"": [""IXY 31S""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_510_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 510 HS,PowerShot ELPH 510 HS,"[""IXUS 1100 HS"", ""IXY 51S""]","{""americas"": [""PowerShot ELPH 510 HS""], ""europe_asia_oceania"": [""IXUS 1100 HS""], ""japan"": [""IXY 51S""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_520_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 520 HS,PowerShot ELPH 520 HS,"[""IXUS 500 HS"", ""IXY 3""]","{""americas"": [""PowerShot ELPH 520 HS""], ""europe_asia_oceania"": [""IXUS 500 HS""], ""japan"": [""IXY 3""]}",2012,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_elph_530_hs,Canon,PowerShot ELPH / PowerShot SD / Digital IXUS / IXY Digital,ELPH 530 HS,PowerShot ELPH 530 HS,"[""IXUS 510 HS"", ""IXY 1""]","{""americas"": [""PowerShot ELPH 530 HS""], ""europe_asia_oceania"": [""IXUS 510 HS""], ""japan"": [""IXY 1""]}",2012,point_and_shoot,fixed_lens,proprietary_li_ion,
canon_powershot_g1,Canon,PowerShot G,G1,PowerShot G1,[],"{""americas"": [""PowerShot G1""], ""europe_asia_oceania"": [""PowerShot G1""], ""japan"": [""PowerShot G1""]}",2000,premium_compact,fixed_lens,proprietary_li_ion,
canon_powershot_g10,Canon,PowerShot G,G10,PowerShot G10,[],"{""americas"": [""PowerShot G10""], ""europe_asia_oceania"": [""PowerShot G10""], ""japan"": [""PowerShot G10""]}",2008,premium_compact,fixed_lens,proprietary_li_ion,
canon_powershot_g11,Canon,PowerShot G,G11,PowerShot G11,[],"{""americas"": [""PowerShot G11""], ""europe_asia_oceania"": [""PowerShot G11""], ""japan"": [""PowerShot G11""]}",2009,premium_compact,fixed_lens,proprietary_li_ion,
canon_powershot_g12,Canon,PowerShot G,G12,PowerShot G12,[],"{""americas"": [""PowerShot G12""], ""europe_asia_oceania"": [""PowerShot G12""], ""japan"": [""PowerShot G12""]}",2010,premium_compact,fixed_lens,proprietary_li_ion,
